Name;TAC;CellId;earfcn;pci1;pci2;pci;prach;power;mobCtrlAtPoorCovActive
KI0323L11;13421;11;1300;8;2;26;820;300;true
KI0323L21;13421;21;1300;8;1;25;190;300;true
KI0323L31;13421;31;1300;8;0;24;650;300;true
KI0324L11;13432;11;1300;127;2;383;710;300;true
KI0324L21;13432;21;1300;127;1;382;0;300;true
KI0324L31;13432;31;1300;127;0;381;410;300;true
KI0334L11;13443;11;1300;51;2;155;270;300;true
KI0334L21;13443;21;1300;51;0;153;240;300;true
KI0334L31;13443;31;1300;51;1;154;660;300;true
KI0336L11;13419;11;1300;117;1;352;210;300;true
KI0336L21;13419;21;1300;117;0;351;200;300;true
KI0336L31;13419;31;1300;117;2;353;790;300;true
KI0338L11;13416;11;1300;158;1;475;600;300;true
KI0338L21;13416;21;1300;158;2;476;20;300;true
KI0338L31;13416;31;1300;158;0;474;360;300;true
KI0339L11;13444;11;1300;131;0;393;330;300;true
KI0339L21;13444;21;1300;131;1;394;290;300;true
KI0339L31;13444;31;1300;131;2;395;600;300;true
KI0341L11;13444;11;1300;159;0;477;40;300;true
KI0341L21;13444;21;1300;159;1;478;400;300;true
KI0341L31;13444;31;1300;159;2;479;540;300;true
KI0342L11;13417;11;1300;17;2;53;430;300;true
KI0342L21;13417;21;1300;17;1;52;640;300;true
KI0342L31;13417;31;1300;17;0;51;150;300;true
KI0343L11;13428;11;1300;71;0;213;170;300;true
KI0343L21;13428;21;1300;71;1;214;120;300;true
KI0343L31;13428;31;1300;71;2;215;110;300;true
KI0344L11;13443;11;1300;57;2;173;480;300;true
KI0344L21;13443;21;1300;57;1;172;150;300;true
KI0344L31;13443;31;1300;57;0;171;390;300;true
KI0345L11;13444;11;1300;30;2;92;40;0;true
KI0345L21;13444;21;1300;30;1;91;490;300;true
KI0345L31;13444;31;1300;30;0;90;620;0;true
KI0351L11;13432;11;1300;106;2;320;80;300;true
KI0351L21;13432;21;1300;106;1;319;240;300;true
KI0351L31;13432;31;1300;106;0;318;600;300;true
KI0353L11;13404;11;1300;88;1;265;30;300;true
KI0353L21;13404;21;1300;88;2;266;170;300;true
KI0353L31;13404;31;1300;88;0;264;550;300;true
KI0354L11;13419;11;1300;93;0;279;700;300;true
KI0354L21;13419;21;1300;93;1;280;200;300;true
KI0354L31;13419;31;1300;93;2;281;810;300;true
KI0356L11;13416;11;1300;4;2;14;270;300;true
KI0356L21;13416;21;1300;4;0;12;240;300;true
KI0356L31;13416;31;1300;4;1;13;330;300;true
KI0359L11;13415;11;1300;31;0;93;610;300;true
KI0359L21;13415;21;1300;31;1;94;480;300;true
KI0359L31;13415;31;1300;31;2;95;150;300;true
KI0361L11;13417;11;1300;19;1;58;540;300;true
KI0361L21;13417;21;1300;19;0;57;780;300;true
KI0361L31;13417;31;1300;19;2;59;310;300;true
KI0362L11;13401;11;1300;6;0;18;130;300;true
KI0362L21;13401;21;1300;6;1;19;720;300;true
KI0362L31;13401;31;1300;6;2;20;220;300;true
KI0366L11;13401;11;1300;153;2;461;540;300;true
KI0366L21;13401;21;1300;153;1;460;490;300;true
KI0366L31;13401;31;1300;153;0;459;320;300;true
KI0367L11;13432;11;1300;111;1;334;150;300;true
KI0367L21;13432;21;1300;111;0;333;350;300;true
KI0367L31;13432;31;1300;111;2;335;630;300;true
KI0370L11;13417;11;1300;153;2;461;500;300;true
KI0370L21;13417;21;1300;153;1;460;480;300;true
KI0370L31;13417;31;1300;153;0;459;250;300;true
KI0377L11;13419;11;1300;27;0;81;130;300;true
KI0377L21;13419;21;1300;27;1;82;120;300;true
KI0377L31;13419;31;1300;27;2;83;530;300;true
KI0380L11;13419;11;1300;8;1;25;230;300;true
KI0380L21;13419;21;1300;8;2;26;400;300;true
KI0380L31;13419;31;1300;8;0;24;460;300;true
KI0381L11;13428;11;1300;31;1;94;640;300;true
KI0381L21;13428;21;1300;31;2;95;260;300;true
KI0382L11;13417;11;1300;38;2;116;770;300;true
KI0382L21;13417;21;1300;38;1;115;100;300;true
KI0382L31;13417;31;1300;38;0;114;260;300;true
KI0383L11;13421;11;1300;25;0;75;210;300;true
KI0383L21;13421;21;1300;25;1;76;660;300;true
KI0383L31;13421;31;1300;25;2;77;810;300;true
KI0387L11;13443;11;1300;73;0;219;560;300;true
KI0387L21;13443;21;1300;73;1;220;0;300;true
KI0387L31;13443;31;1300;73;2;221;240;300;true
KI0388L11;13444;11;1300;98;0;294;70;300;true
KI0388L21;13444;21;1300;98;2;296;150;300;true
KI0388L31;13444;31;1300;98;1;295;570;300;true
KI0392L11;13431;11;1300;13;2;41;590;300;true
KI0392L21;13431;21;1300;13;1;40;440;300;true
KI0392L31;13431;31;1300;13;0;39;620;300;true
KI0396L11;13401;11;1300;73;1;220;60;300;true
KI0396L21;13401;21;1300;73;2;221;200;300;true
KI0396L31;13401;31;1300;73;0;219;300;300;true
KI0397L11;13443;11;1300;94;0;282;300;0;true
KI0397L21;13443;21;1300;94;1;283;260;0;true
KI0397L31;13443;31;1300;94;2;284;380;0;true
KI0401L11;13421;11;1300;96;0;288;810;300;true
KI0401L21;13421;21;1300;96;1;289;40;300;true
KI0401L31;13421;31;1300;96;2;290;830;300;true
KI0404L11;13443;11;1300;11;2;35;830;0;true
KI0404L21;13443;21;1300;11;1;34;580;0;true
KI0404L31;13443;31;1300;11;0;33;700;0;true
KI0407L11;13428;11;1300;144;0;432;780;300;true
KI0407L21;13428;21;1300;144;1;433;820;300;true
KI0407L31;13428;31;1300;144;2;434;110;300;true
KI0408L11;13403;11;1300;36;0;108;340;300;true
KI0408L21;13403;21;1300;36;2;110;380;300;true
KI0408L31;13403;31;1300;36;1;109;460;300;true
KI0411L11;13415;11;1300;91;1;274;210;300;true
KI0411L21;13415;21;1300;91;2;275;790;300;true
KI0411L31;13415;31;1300;91;0;273;230;300;true
KI0417L11;13444;11;1300;64;2;194;550;300;true
KI0417L21;13444;21;1300;64;1;193;330;300;true
KI0417L31;13444;31;1300;64;0;192;580;300;true
KI0418L11;13401;11;1300;28;0;84;290;0;true
KI0418L21;13401;21;1300;28;1;85;200;0;true
KI0420L11;13432;11;1300;129;2;389;810;300;true
KI0420L21;13432;21;1300;129;1;388;300;300;true
KI0420L31;13432;31;1300;129;0;387;540;300;true
KI0420L41;13432;41;1300;128;0;384;460;300;true
KI0427L11;13421;11;1300;127;0;381;690;300;true
KI0427L21;13421;21;1300;127;2;383;100;300;true
KI0427L31;13421;31;1300;127;1;382;110;300;true
KI0430L11;13432;11;1300;162;2;488;170;300;true
KI0430L21;13432;21;1300;163;1;490;320;300;true
KI0430L31;13432;31;1300;162;0;486;350;300;true
KI0430L41;13432;41;1300;162;1;487;160;300;true
KI0431L11;13444;11;1300;158;1;475;40;300;true
KI0431L21;13444;21;1300;158;2;476;310;300;true
KI0431L31;13444;31;1300;158;0;474;340;300;true
KI0437L11;13421;11;1300;94;0;282;670;300;true
KI0437L21;13421;21;1300;94;1;283;150;300;true
KI0437L31;13421;31;1300;94;2;284;790;300;true
KI0440L11;13428;11;1300;138;0;414;830;300;true
KI0440L21;13428;21;1300;138;1;415;820;300;true
KI0440L31;13428;31;1300;138;2;416;610;300;true
KI0441L11;13416;11;1300;3;0;9;280;300;true
KI0441L21;13416;21;1300;3;1;10;330;300;true
KI0441L31;13416;31;1300;3;2;11;210;300;true
KI0442L11;13415;11;1300;26;1;79;560;300;true
KI0442L21;13415;21;1300;26;0;78;390;300;true
KI0442L31;13415;31;1300;26;2;80;540;300;true
KI0443L11;13444;11;1300;137;0;411;380;300;true
KI0443L21;13444;21;1300;137;1;412;420;300;true
KI0443L31;13444;31;1300;137;2;413;510;300;true
KI0449L11;13432;11;1300;39;2;119;700;300;true
KI0449L21;13432;21;1300;39;1;118;140;300;true
KI0449L31;13432;31;1300;39;0;117;790;300;true
KI0454L11;13401;11;1300;33;2;101;30;300;true
KI0454L21;13401;21;1300;33;1;100;670;300;true
KI0454L31;13401;31;1300;33;0;99;770;300;true
KI0457L11;13444;11;1300;72;1;217;380;300;true
KI0457L21;13444;21;1300;72;2;218;370;300;true
KI0457L31;13444;31;1300;72;0;216;390;300;true
KI0459L11;13432;11;1300;130;2;392;550;300;true
KI0459L21;13432;21;1300;130;1;391;460;300;true
KI0459L31;13432;31;1300;130;0;390;220;300;true
KI0460L11;13415;11;1300;52;2;158;260;300;true
KI0460L21;13415;21;1300;52;0;156;190;300;true
KI0460L31;13415;31;1300;52;1;157;30;300;true
KI0462L11;13444;11;1300;24;0;72;340;300;true
KI0462L21;13444;21;1300;24;1;73;480;300;true
KI0462L31;13444;31;1300;24;2;74;610;300;true
KI0468L11;13401;11;1300;52;0;156;90;300;true
KI0468L21;13401;21;1300;52;1;157;330;300;true
KI0468L31;13401;31;1300;52;2;158;260;300;true
KI0469L11;13443;11;1300;37;2;113;580;300;true
KI0469L21;13443;21;1300;37;0;111;430;300;true
KI0469L31;13443;31;1300;37;1;112;820;300;true
KI0474L11;13431;11;1300;43;2;131;810;300;true
KI0474L21;13431;21;1300;43;0;129;560;300;true
KI0474L31;13431;31;1300;43;1;130;440;300;true
KI0476L11;13416;11;1300;109;0;327;820;300;true
KI0476L21;13416;21;1300;109;1;328;380;300;true
KI0476L31;13416;31;1300;109;2;329;120;300;true
KI0477L11;13415;11;1300;126;2;380;340;300;true
KI0477L21;13415;21;1300;126;0;378;190;300;true
KI0477L31;13415;31;1300;126;1;379;160;300;true
KI0478L11;13428;11;1300;55;0;165;470;300;true
KI0478L21;13428;21;1300;55;1;166;580;300;true
KI0478L31;13428;31;1300;55;2;167;500;300;true
KI0478L41;13428;41;1300;56;1;169;600;300;true
KI0480L11;13419;11;1300;78;0;234;590;300;true
KI0480L21;13419;21;1300;78;1;235;300;300;true
KI0480L31;13419;31;1300;78;2;236;350;300;true
KI0481L11;13404;11;1300;42;1;127;0;0;true
KI0481L21;13404;21;1300;42;2;128;740;0;true
KI0481L31;13404;31;1300;42;0;126;130;0;true
KI0482L11;13416;11;1300;102;1;307;0;300;true
KI0482L21;13416;21;1300;102;0;306;390;300;true
KI0482L31;13416;31;1300;102;2;308;690;300;true
KI0487L11;13443;11;1300;5;2;17;670;300;true
KI0487L21;13443;21;1300;5;1;16;230;300;true
KI0487L31;13443;31;1300;5;0;15;750;300;true
KI0490L11;13443;11;1300;135;2;407;70;300;true
KI0490L21;13443;21;1300;135;1;406;450;300;true
KI0490L31;13443;31;1300;135;0;405;110;300;true
KI0493L11;13432;11;1300;15;2;47;370;300;true
KI0493L21;13432;21;1300;15;1;46;360;300;true
KI0493L31;13432;31;1300;15;0;45;310;300;true
KI0497L11;13419;11;1300;35;1;106;310;300;true
KI0497L21;13419;21;1300;35;0;105;160;300;true
KI0497L31;13419;31;1300;35;2;107;140;300;true
KI0499L11;13428;11;1300;58;0;174;290;300;true
KI0499L21;13428;21;1300;58;1;175;670;300;true
KI0499L31;13428;31;1300;58;2;176;10;300;true
KI0500L11;13416;11;1300;54;0;162;60;300;true
KI0500L21;13416;21;1300;54;1;163;410;300;true
KI0500L31;13416;31;1300;54;2;164;100;300;true
KI0502L11;13442;11;1300;97;1;292;350;0;true
KI0502L21;13442;21;1300;97;2;293;70;300;true
KI0502L31;13442;31;1300;97;0;291;790;0;true
KI0503L11;13417;11;1300;45;1;136;410;300;true
KI0503L21;13417;21;1300;45;0;135;80;300;true
KI0503L31;13417;31;1300;45;2;137;740;300;true
KI0504L11;13419;11;1300;4;0;12;0;300;true
KI0504L21;13419;21;1300;4;1;13;140;300;true
KI0504L31;13419;31;1300;4;2;14;620;300;true
KI0512L11;13421;11;1300;152;0;456;0;0;true
KI0512L21;13421;21;1300;152;1;457;580;0;true
KI0512L31;13421;31;1300;152;2;458;390;0;true
KI0514L11;13431;11;1300;53;2;161;540;300;true
KI0514L21;13431;21;1300;53;1;160;210;300;true
KI0514L31;13431;31;1300;53;0;159;800;300;true
KI0521L11;13417;11;1300;39;2;119;90;300;true
KI0521L21;13417;21;1300;39;1;118;390;300;true
KI0521L31;13417;31;1300;39;0;117;50;300;true
KI0522L11;13417;11;1300;165;2;497;790;300;true
KI0522L21;13417;21;1300;165;1;496;740;300;true
KI0522L31;13417;31;1300;165;0;495;290;300;true
KI0523L11;13428;11;1300;125;1;376;780;300;true
KI0523L21;13428;21;1300;125;2;377;770;300;true
KI0523L31;13428;31;1300;125;0;375;370;300;true
KI0524L11;13428;11;1300;16;0;48;110;300;true
KI0524L21;13428;21;1300;16;1;49;20;300;true
KI0524L31;13428;31;1300;16;2;50;0;300;true
KI0530L11;13417;11;1300;53;2;161;410;300;true
KI0530L21;13417;21;1300;53;1;160;70;300;true
KI0530L31;13417;31;1300;53;0;159;810;300;true
KI0531L11;13417;11;1300;104;2;314;60;300;true
KI0531L21;13417;21;1300;104;1;313;350;300;true
KI0531L31;13417;31;1300;104;0;312;320;300;true
KI0532L11;13417;11;1300;106;2;320;330;300;true
KI0532L21;13417;21;1300;106;1;319;600;300;true
KI0532L31;13417;31;1300;106;0;318;470;300;true
KI0535L11;13419;11;1300;76;0;228;190;300;true
KI0535L21;13419;21;1300;76;2;230;80;300;true
KI0535L31;13419;31;1300;76;1;229;200;300;true
KI0538L11;13416;11;1300;59;0;177;220;300;true
KI0538L21;13416;21;1300;59;1;178;40;300;true
KI0538L31;13416;31;1300;59;2;179;250;300;true
KI0539L11;13419;11;1300;19;0;57;830;300;true
KI0539L21;13419;21;1300;19;1;58;790;300;true
KI0539L31;13419;31;1300;19;2;59;730;300;true
KI0542L11;13401;11;1300;110;0;330;270;0;true
KI0542L21;13401;21;1300;10;1;31;70;0;true
KI0542L31;13401;31;1300;120;2;362;220;0;true
KI0544L11;13443;11;1300;0;2;2;320;300;true
KI0544L21;13443;21;1300;0;1;1;550;300;true
KI0544L31;13443;31;1300;0;0;0;680;300;true
KI0545L11;13428;11;1300;13;0;39;560;300;true
KI0545L21;13428;21;1300;13;1;40;250;300;true
KI0545L31;13428;31;1300;13;2;41;810;300;true
KI0552L11;13421;11;1300;35;0;105;0;300;true
KI0552L21;13421;21;1300;35;1;106;390;300;true
KI0552L31;13421;31;1300;35;2;107;640;300;true
KI0555L11;13401;11;1300;34;0;102;550;0;true
KI0555L21;13401;21;1300;34;1;103;670;0;true
KI0555L31;13401;31;1300;34;2;104;590;0;true
KI0556L11;13401;11;1300;65;0;195;510;300;true
KI0556L21;13401;21;1300;65;1;196;640;300;true
KI0556L31;13401;31;1300;65;2;197;830;300;true
KI0557L11;13401;11;1300;165;0;495;120;300;true
KI0557L21;13401;21;1300;165;1;496;740;300;true
KI0557L31;13401;31;1300;165;2;497;680;300;true
KI0562L11;13401;11;1300;104;2;314;820;300;true
KI0562L21;13401;21;1300;104;1;313;470;300;true
KI0562L31;13401;31;1300;104;0;312;590;300;true
KI0565L11;13416;11;1300;50;0;150;510;300;true
KI0565L13;13416;13;3150;3;1;10;390;0;true
KI0565L14;13416;14;3425;3;1;10;390;0;true
KI0565L21;13416;21;1300;50;1;151;640;300;true
KI0565L23;13416;23;3150;3;2;11;130;0;true
KI0565L24;13416;24;3425;3;2;11;130;0;true
KI0565L31;13416;31;1300;50;2;152;310;300;true
KI0565L33;13416;33;3150;3;0;9;330;0;true
KI0565L34;13416;34;3425;3;0;9;330;0;true
KI0567L11;13416;11;1300;145;0;435;30;300;true
KI0567L21;13416;21;1300;145;1;436;820;300;true
KI0567L31;13416;31;1300;145;2;437;770;300;true
KI0573L11;13431;11;1300;112;2;338;580;0;true
KI0573L21;13431;21;1300;112;0;336;780;300;true
KI0573L31;13431;31;1300;112;1;337;660;300;true
KI0574L11;13444;11;1300;93;1;280;440;300;true
KI0574L21;13444;21;1300;93;2;281;390;300;true
KI0574L31;13444;31;1300;93;0;279;280;300;true
KI0577L11;13415;11;1300;144;2;434;40;300;true
KI0577L21;13415;21;1300;144;0;432;620;300;true
KI0577L31;13415;31;1300;144;1;433;170;300;true
KI0578L11;13416;11;1300;14;1;43;180;0;true
KI0578L21;13416;21;1300;14;0;42;660;0;true
KI0578L31;13416;31;1300;14;2;44;490;0;true
KI0581L11;13444;11;1300;25;0;75;400;300;true
KI0581L21;13444;21;1300;25;2;77;120;300;true
KI0581L31;13444;31;1300;25;1;76;570;300;true
KI0584L11;13421;11;1300;120;0;360;60;0;true
KI0584L21;13421;21;1300;90;1;271;760;0;true
KI0584L31;13421;31;1300;70;2;212;460;0;true
KI0588L11;13403;11;1300;32;1;97;50;300;true
KI0588L21;13403;21;1300;32;0;96;810;300;true
KI0588L31;13403;31;1300;32;2;98;690;300;true
KI0590L11;13403;11;1300;18;1;55;440;300;true
KI0590L21;13403;21;1300;18;0;54;800;300;true
KI0590L31;13403;31;1300;18;2;56;250;300;true
KI0593L11;13419;11;1300;59;0;177;140;300;true
KI0593L21;13419;21;1300;59;2;179;280;300;true
KI0593L31;13419;31;1300;59;1;178;380;300;true
KI0594L11;13419;11;1300;148;0;444;680;300;true
KI0594L21;13419;21;1300;148;2;446;830;300;true
KI0594L31;13419;31;1300;148;1;445;0;300;true
KI0597L11;13428;11;1300;130;0;390;230;300;true
KI0597L21;13428;21;1300;130;1;391;150;300;true
KI0597L31;13428;31;1300;130;2;392;290;300;true
KI0598L11;13428;11;1300;115;1;346;60;300;true
KI0598L21;13428;21;1300;115;2;347;190;300;true
KI0598L31;13428;31;1300;115;0;345;160;300;true
KI0601L11;13419;11;1300;61;0;183;420;300;true
KI0601L21;13419;21;1300;61;2;185;540;300;true
KI0601L31;13419;31;1300;61;1;184;10;300;true
KI0602L11;13432;11;1300;148;2;446;200;300;true
KI0602L21;13432;21;1300;148;1;445;110;300;true
KI0602L31;13432;31;1300;148;0;444;290;300;true
KI0604L11;13432;11;1300;167;2;503;10;300;true
KI0604L21;13432;21;1300;167;1;502;730;300;true
KI0604L31;13432;31;1300;167;0;501;490;300;true
KI0605L11;13417;11;1300;88;2;266;110;300;true
KI0605L21;13417;21;1300;88;1;265;30;300;true
KI0605L31;13417;31;1300;88;0;264;120;300;true
KI0610L11;13428;11;1300;155;0;465;300;300;true
KI0610L21;13428;21;1300;155;1;466;400;300;true
KI0610L31;13428;31;1300;155;2;467;150;300;true
KI0618L11;13421;11;1300;47;2;143;800;300;true
KI0618L21;13421;21;1300;47;1;142;130;300;true
KI0621L11;13421;11;1300;2;2;8;670;300;true
KI0621L21;13421;21;1300;2;1;7;260;300;true
KI0621L31;13421;31;1300;2;0;6;630;300;true
KI0624L11;13419;11;1300;111;0;333;390;300;true
KI0624L21;13419;21;1300;111;2;335;310;300;true
KI0624L31;13419;31;1300;111;1;334;330;300;true
KI0626L11;13404;11;1300;52;1;157;220;300;true
KI0626L21;13404;21;1300;52;2;158;400;300;true
KI0626L31;13404;31;1300;52;0;156;570;300;true
KI0628L11;13415;11;1300;134;0;402;460;300;true
KI0628L21;13415;21;1300;134;2;404;670;300;true
KI0628L31;13415;31;1300;134;1;403;710;300;true
KI0632L11;13419;11;1300;2;0;6;20;300;true
KI0632L21;13419;21;1300;2;2;8;480;300;true
KI0632L31;13419;31;1300;2;1;7;290;300;true
KI0634L11;13428;11;1300;96;0;288;80;300;true
KI0634L21;13428;21;1300;96;1;289;230;300;true
KI0634L31;13428;31;1300;96;2;290;760;300;true
KI0635L11;13417;11;1300;28;2;86;490;300;true
KI0635L21;13417;21;1300;28;1;85;140;300;true
KI0635L31;13417;31;1300;28;0;84;370;300;true
KI0636L11;13432;11;1300;121;2;365;210;300;true
KI0636L21;13432;21;1300;121;1;364;660;300;true
KI0636L31;13432;31;1300;121;0;363;450;300;true
KI0640L11;13417;11;1300;79;2;239;280;300;true
KI0640L21;13417;21;1300;79;1;238;560;300;true
KI0640L31;13417;31;1300;79;0;237;530;300;true
KI0645L11;13444;11;1300;142;0;426;470;300;true
KI0645L21;13444;21;1300;142;1;427;190;300;true
KI0645L31;13444;31;1300;142;2;428;160;300;true
KI0653L11;13443;11;1300;120;1;361;160;300;true
KI0653L21;13443;21;1300;120;2;362;570;300;true
KI0653L31;13443;31;1300;120;0;360;400;300;true
KI0660L11;13403;11;1300;120;2;362;410;0;false
KI0660L21;13403;21;1300;40;0;120;80;0;false
KI0660L31;13403;31;1300;150;1;451;720;0;false
KI0663L11;13442;11;1300;98;1;295;10;0;true
KI0663L21;13442;21;1300;98;0;294;20;0;true
KI0663L31;13442;31;1300;98;2;296;30;0;true
KI0664L11;13401;11;1300;90;0;270;210;0;true
KI0664L21;13401;21;1300;60;1;181;310;0;true
KI0664L31;13401;31;1300;140;2;422;740;0;true
KI0667L11;13444;11;1300;123;0;369;700;300;true
KI0667L21;13444;21;1300;123;1;370;490;300;true
KI0667L31;13444;31;1300;123;2;371;100;300;true
KI0674L11;13419;11;1300;38;1;115;670;300;true
KI0674L21;13419;21;1300;38;0;114;610;300;true
KI0674L31;13419;31;1300;38;2;116;740;300;true
KI0675L11;13431;11;1300;1;2;5;720;300;true
KI0675L21;13431;21;1300;1;1;4;490;300;true
KI0675L31;13431;31;1300;1;0;3;280;300;true
KI0676L11;13444;11;1300;120;0;360;110;300;true
KI0676L21;13444;21;1300;120;1;361;790;300;true
KI0676L31;13444;31;1300;120;2;362;140;300;true
KI0684L11;13419;11;1300;10;1;31;440;300;true
KI0684L21;13419;21;1300;10;0;30;10;300;true
KI0684L31;13419;31;1300;10;2;32;490;300;true
KI0687L11;13401;11;1300;136;0;408;290;300;true
KI0687L21;13401;21;1300;136;2;410;500;300;true
KI0687L31;13401;31;1300;136;1;409;180;300;true
KI0689L11;13419;11;1300;31;0;93;360;300;true
KI0689L21;13419;21;1300;31;1;94;490;300;true
KI0689L31;13419;31;1300;31;2;95;70;300;true
KI0692L11;13419;11;1300;12;0;36;0;300;true
KI0692L21;13419;21;1300;12;1;37;830;300;true
KI0692L31;13419;31;1300;12;2;38;10;300;true
KI0701L11;13428;11;1300;110;0;330;80;300;true
KI0701L21;13428;21;1300;110;1;331;10;300;true
KI0701L31;13428;31;1300;110;2;332;220;300;true
KI0702L11;13419;11;1300;58;2;176;90;300;true
KI0702L21;13419;21;1300;58;1;175;520;300;true
KI0702L31;13419;31;1300;58;0;174;250;300;true
KI0703L11;13419;11;1300;138;2;416;480;300;true
KI0703L21;13419;21;1300;138;1;415;550;300;true
KI0703L31;13419;31;1300;138;0;414;720;300;true
KI0704L11;13419;11;1300;149;2;449;170;300;true
KI0704L21;13419;21;1300;149;1;448;230;300;true
KI0704L31;13419;31;1300;149;0;447;650;300;true
KI0706L11;13417;11;1300;153;2;461;290;300;true
KI0706L21;13417;21;1300;153;1;460;650;300;true
