Name;TAC;CellId;earfcn;pci1;pci2;pci;prach;power;mobCtrlAtPoorCovActive
KI0706L31;13417;31;1300;153;0;459;200;300;true
KI0708L11;13443;11;1300;81;1;244;20;300;true
KI0708L21;13443;21;1300;81;0;243;190;300;true
KI0708L31;13443;31;1300;81;2;245;590;300;true
KI0709L11;13417;11;1300;89;2;269;240;300;true
KI0709L21;13417;21;1300;89;1;268;650;300;true
KI0709L31;13417;31;1300;89;0;267;760;300;true
KI0711L11;13431;11;1300;22;0;66;140;300;true
KI0711L21;13431;21;1300;22;1;67;430;300;true
KI0711L31;13431;31;1300;22;2;68;820;300;true
KI0713L11;13444;11;1300;96;2;290;170;300;true
KI0713L21;13444;21;1300;96;1;289;450;300;true
KI0713L31;13444;31;1300;96;0;288;90;300;true
KI0714L11;13432;11;1300;155;2;467;10;300;true
KI0714L21;13432;21;1300;155;1;466;240;300;true
KI0714L31;13432;31;1300;155;0;465;180;300;true
KI0715L11;13417;11;1300;18;2;56;810;300;true
KI0715L21;13417;21;1300;18;1;55;130;300;true
KI0715L31;13417;31;1300;18;0;54;50;300;true
KI0716L11;13432;11;1300;87;2;263;260;300;true
KI0716L21;13432;21;1300;87;1;262;640;300;true
KI0716L31;13432;31;1300;87;0;261;280;300;true
KI0717L11;13428;11;1300;123;0;369;280;300;true
KI0717L21;13428;21;1300;123;1;370;420;300;true
KI0717L31;13428;31;1300;123;2;371;170;300;true
KI0726L11;13432;11;1300;149;2;449;800;300;true
KI0726L21;13432;21;1300;149;1;448;420;300;true
KI0726L31;13432;31;1300;149;0;447;660;300;true
KI0727L11;13432;11;1300;113;2;341;580;300;true
KI0727L21;13432;21;1300;113;1;340;400;300;true
KI0727L31;13432;31;1300;113;0;339;100;300;true
KI0731L11;13403;11;1300;13;0;39;260;300;true
KI0731L21;13403;21;1300;13;1;40;640;300;true
KI0731L31;13403;31;1300;13;2;41;150;300;true
KI0740L11;13432;11;1300;7;2;23;190;300;true
KI0740L21;13432;21;1300;7;1;22;20;300;true
KI0740L31;13432;31;1300;8;0;24;60;300;true
KI0740L41;13432;41;1300;7;0;21;550;300;true
KI0744L11;13415;11;1300;107;2;323;610;300;true
KI0744L21;13415;21;1300;107;0;321;540;300;true
KI0744L31;13415;31;1300;107;1;322;810;300;true
KI0745L11;13444;11;1300;0;2;2;360;300;true
KI0745L21;13444;21;1300;0;1;1;320;300;true
KI0745L31;13444;31;1300;0;0;0;530;300;true
KI0747L11;13428;11;1300;74;0;222;220;300;true
KI0747L21;13428;21;1300;74;1;223;320;300;true
KI0747L31;13428;31;1300;74;2;224;650;300;true
KI0766L11;13432;11;1300;163;2;491;160;300;true
KI0766L21;13432;21;1300;163;1;490;740;300;true
KI0766L31;13432;31;1300;163;0;489;830;300;true
KI0776L11;13428;11;1300;150;1;451;660;300;true
KI0776L21;13428;21;1300;150;2;452;50;300;true
KI0776L31;13428;31;1300;150;0;450;800;300;true
KI0788L11;13419;11;1300;63;1;190;630;300;true
KI0788L21;13419;21;1300;63;0;189;430;300;true
KI0788L31;13419;31;1300;63;2;191;240;300;true
KI0789L11;13415;11;1300;83;1;250;240;300;true
KI0789L21;13415;21;1300;83;0;249;290;300;true
KI0789L31;13415;31;1300;84;1;253;580;300;true
KI0789L41;13415;41;1300;84;2;254;510;300;true
KI0793L11;13444;11;1300;121;0;363;0;300;true
KI0793L21;13444;21;1300;121;1;364;820;300;true
KI0793L31;13444;31;1300;121;2;365;810;300;true
KI0797L11;13417;11;1300;135;2;407;590;300;true
KI0797L21;13417;21;1300;135;1;406;400;300;true
KI0797L31;13417;31;1300;135;0;405;600;300;true
KI0800L11;13432;11;1300;69;2;209;630;300;true
KI0800L21;13432;21;1300;68;2;206;190;300;true
KI0800L31;13432;31;1300;68;1;205;30;300;true
KI0800L41;13432;41;1300;69;0;207;120;300;true
KI0806L11;13403;11;1300;104;0;312;180;300;true
KI0806L21;13403;21;1300;104;2;314;510;300;true
KI0806L31;13403;31;1300;104;1;313;40;300;true
KI0808L11;13421;11;1300;82;2;248;580;300;true
KI0808L21;13421;21;1300;82;1;247;790;300;true
KI0808L31;13421;31;1300;82;0;246;390;300;true
KI0809L11;13432;11;1300;147;2;443;510;300;true
KI0809L21;13432;21;1300;147;1;442;640;300;true
KI0809L31;13432;31;1300;147;0;441;560;300;true
KI0831L11;13401;11;1300;90;0;270;40;300;true
KI0831L21;13401;21;1300;90;1;271;10;300;true
KI0831L31;13401;31;1300;90;2;272;160;300;true
KI0842L11;13416;11;1300;155;0;465;160;300;true
KI0842L21;13416;21;1300;155;1;466;270;300;true
KI0842L31;13416;31;1300;155;2;467;230;300;true
KI0895L11;13432;11;1300;76;2;230;720;300;true
KI0895L21;13432;21;1300;76;1;229;500;300;true
KI0895L31;13432;31;1300;76;0;228;770;300;true
KI1015L11;13401;11;1300;154;1;463;580;300;true
KI1015L21;13401;21;1300;154;2;464;770;300;true
KI1015L31;13401;31;1300;154;0;462;610;300;true
KI1018L11;13444;11;1300;140;2;422;210;300;true
KI1018L21;13444;21;1300;140;1;421;180;300;true
KI1018L31;13444;31;1300;140;0;420;460;300;true
KI1101L11;13444;11;1300;152;2;458;250;300;true
KI1101L21;13444;21;1300;152;1;457;390;300;true
KI1101L31;13444;31;1300;152;0;456;0;300;true
KI1156L11;13444;11;1300;72;2;218;370;300;true
KI1156L21;13444;21;1300;72;1;217;310;300;true
KI1156L31;13444;31;1300;72;0;216;660;300;true
KI1182L11;13416;11;1300;98;1;295;10;0;true
KI1182L21;13416;21;1300;98;0;294;20;0;true
KI1182L31;13416;31;1300;98;2;296;30;0;true
KI1301L11;13428;11;1300;139;0;417;30;300;true
KI1301L21;13428;21;1300;139;1;418;340;300;true
KI1301L31;13428;31;1300;139;2;419;690;300;true
KI2003L11;13413;11;1300;40;2;122;320;0;false
KI2003L21;13413;21;1300;120;0;360;170;0;false
KI2003L31;13413;31;1300;30;1;91;790;0;false
KI2005L21;13413;21;1300;100;1;301;10;0;false
KI2005L31;13413;31;1300;20;2;62;330;0;false
KI2006L11;13413;11;1300;70;0;210;690;0;false
KI2006L21;13413;21;1300;130;1;391;160;0;false
KI2006L31;13413;31;1300;80;2;242;660;0;false
KI2011L11;13413;11;1300;1;0;3;710;0;false
KI2011L21;13413;21;1300;1;2;5;440;0;false
KI2011L31;13413;31;1300;1;1;4;740;0;false
KI2053L11;13406;11;1300;29;1;88;720;0;true
KI2053L21;13406;21;1300;29;0;87;480;0;true
KI2053L31;13406;31;1300;29;2;89;640;0;true
KI2055L11;13406;11;1300;102;2;308;60;0;true
KI2055L21;13406;21;1300;102;0;306;450;0;true
KI2055L31;13406;31;1300;102;1;307;690;0;true
KI2070L11;13406;11;1300;43;0;129;410;0;true
KI2070L21;13406;21;1300;43;2;131;760;0;true
KI2070L31;13406;31;1300;43;1;130;570;0;true
KI2071L11;13406;11;1300;121;2;365;650;0;true
KI2071L21;13406;21;1300;121;0;363;520;0;true
KI2071L31;13406;31;1300;121;1;364;690;0;true
KI2072L11;13406;11;1300;61;2;185;720;300;true
KI2072L21;13406;21;1300;61;0;183;570;300;true
KI2072L31;13406;31;1300;61;1;184;500;300;true
KI2073L11;13406;11;1300;149;2;449;280;0;true
KI2073L21;13406;21;1300;149;0;447;780;0;true
KI2073L31;13406;31;1300;149;1;448;460;0;true
KI2720L11;13419;11;1300;90;0;270;560;0;false
KI2720L21;13419;21;1300;100;1;301;40;0;false
KI2720L31;13419;31;1300;130;2;392;810;0;false
KI2721L11;13419;11;1300;70;0;210;510;0;false
KI2721L21;13419;21;1300;40;1;121;580;0;false
KI2721L31;13419;31;1300;10;2;32;770;0;false
KI3902L11;13406;11;1300;111;0;333;660;0;true
KI3902L21;13406;21;1300;111;1;334;700;0;true
KI3902L31;13406;31;1300;111;2;335;100;0;true
KI6026L11;13431;11;1300;57;0;171;280;0;true
KI6026L13;13431;13;3150;84;1;253;550;0;true
KI6026L14;13431;14;3425;84;1;253;550;0;true
KI6026L21;13431;21;1300;57;1;172;290;0;true
KI6026L23;13431;23;3150;84;2;254;530;0;true
KI6026L24;13431;24;3425;84;2;254;530;0;true
MY0001L11;14001;11;1300;48;0;144;570;300;true
MY0001L21;14001;21;1300;48;1;145;110;300;true
MY0001L31;14001;31;1300;48;2;146;730;300;true
MY0004L11;14009;11;1300;129;2;389;430;300;true
MY0004L21;14009;21;1300;129;1;388;480;300;true
MY0004L31;14009;31;1300;129;0;387;700;300;true
MY0005L11;14001;11;1300;49;0;147;550;300;true
MY0005L21;14001;21;1300;49;1;148;280;300;true
MY0005L31;14001;31;1300;49;2;149;520;300;true
MY0006L11;14009;11;1300;115;1;346;0;300;true
MY0006L21;14009;21;1300;115;2;347;360;300;true
MY0006L31;14009;31;1300;115;0;345;210;300;true
MY0008L11;14001;11;1300;59;0;177;490;300;true
MY0008L21;14001;21;1300;59;1;178;80;300;true
MY0008L31;14001;31;1300;59;2;179;560;300;true
MY0009L11;14009;11;1300;47;2;143;390;300;true
MY0009L21;14009;21;1300;47;1;142;200;300;true
MY0009L31;14009;31;1300;47;0;141;180;300;true
MY0012L11;14025;11;1300;0;0;0;790;300;true
MY0012L21;14025;21;1300;0;1;1;130;300;true
MY0012L31;14025;31;1300;0;2;2;340;300;true
MY0013L11;14025;11;1300;93;1;280;600;300;true
MY0013L21;14025;21;1300;93;2;281;0;300;true
MY0013L31;14025;31;1300;93;0;279;700;300;true
MY0016L11;14001;11;1300;39;2;119;610;300;true
MY0016L21;14001;21;1300;39;1;118;0;300;true
MY0016L31;14001;31;1300;39;0;117;630;300;true
MY0017L11;14001;11;1300;28;0;84;480;300;true
MY0017L21;14001;21;1300;28;1;85;360;300;true
MY0017L31;14001;31;1300;28;2;86;750;300;true
MY0019L11;14001;11;1300;7;0;21;90;300;true
MY0019L21;14001;21;1300;7;1;22;410;300;true
MY0019L31;14001;31;1300;7;2;23;770;300;true
MY0020L11;14001;11;1300;94;1;283;10;300;true
MY0020L21;14001;21;1300;94;2;284;800;300;true
MY0020L31;14001;31;1300;94;0;282;230;300;true
MY0021L11;14009;11;1300;123;2;371;120;300;true
MY0021L21;14009;21;1300;123;1;370;710;300;true
MY0021L31;14009;31;1300;123;0;369;690;300;true
MY0022L11;14001;11;1300;127;1;382;620;300;true
MY0022L21;14001;21;1300;127;2;383;510;300;true
MY0022L31;14001;31;1300;127;0;381;60;300;true
MY0026L11;14009;11;1300;42;1;127;630;300;true
MY0026L21;14009;21;1300;42;0;126;190;300;true
MY0026L31;14009;31;1300;42;2;128;660;300;true
MY0027L11;14001;11;1300;140;1;421;420;300;true
MY0027L21;14001;21;1300;140;2;422;400;300;true
MY0027L31;14001;31;1300;140;0;420;340;300;true
MY0029L11;14009;11;1300;13;2;41;30;300;true
MY0029L21;14009;21;1300;13;1;40;300;300;true
MY0029L31;14009;31;1300;13;0;39;780;300;true
MY0030L11;14009;11;1300;14;2;44;650;300;true
MY0030L21;14009;21;1300;14;1;43;80;300;true
MY0030L31;14009;31;1300;14;0;42;640;300;true
MY0032L11;14001;11;1300;110;0;330;20;300;true
MY0032L21;14001;21;1300;110;1;331;100;300;true
MY0032L31;14001;31;1300;110;2;332;170;300;true
MY0033L11;14009;11;1300;87;2;263;410;300;true
MY0033L21;14009;21;1300;87;1;262;60;300;true
MY0033L31;14009;31;1300;87;0;261;770;300;true
MY0034L11;14001;11;1300;47;0;141;330;300;true
MY0034L21;14001;21;1300;47;1;142;690;300;true
MY0034L31;14001;31;1300;47;2;143;70;300;true
MY0035L11;14001;11;1300;19;1;58;230;300;true
MY0035L21;14001;21;1300;19;2;59;340;300;true
MY0035L31;14001;31;1300;19;0;57;200;300;true
MY0036L11;14001;11;1300;27;1;82;810;300;true
MY0036L21;14001;21;1300;27;2;83;290;300;true
MY0036L31;14001;31;1300;27;0;81;510;300;true
MY0038L11;14001;11;1300;70;0;210;610;300;true
MY0038L21;14001;21;1300;70;1;211;630;300;true
MY0038L31;14001;31;1300;70;2;212;0;300;true
MY0039L11;14001;11;1300;79;0;237;440;300;true
MY0039L21;14001;21;1300;79;1;238;60;300;true
MY0039L31;14001;31;1300;79;2;239;310;300;true
MY0040L11;14001;11;1300;83;0;249;190;300;true
MY0040L21;14001;21;1300;83;1;250;740;300;true
MY0040L31;14001;31;1300;83;2;251;680;300;true
MY0042L11;14001;11;1300;82;1;247;580;300;true
MY0042L21;14001;21;1300;82;2;248;270;300;true
MY0042L31;14001;31;1300;82;0;246;320;300;true
MY0043L11;14001;11;1300;120;1;361;790;300;true
MY0043L21;14001;21;1300;120;0;360;800;300;true
MY0043L31;14001;31;1300;120;2;362;140;300;true
MY0044L11;14001;11;1300;136;0;408;760;300;true
MY0044L21;14001;21;1300;136;1;409;560;300;true
MY0044L31;14001;31;1300;136;2;410;180;300;true
MY0045L11;14001;11;1300;75;1;226;370;300;true
MY0045L21;14001;21;1300;75;2;227;770;300;true
MY0045L31;14001;31;1300;75;0;225;160;300;true
MY0047L11;14001;11;1300;52;0;156;390;300;true
MY0047L21;14001;21;1300;52;1;157;120;300;true
MY0047L31;14001;31;1300;52;2;158;760;300;true
MY0048L11;14009;11;1300;159;0;477;260;300;true
MY0048L21;14009;21;1300;159;1;478;680;300;true
MY0048L31;14009;31;1300;159;2;479;670;300;true
MY0049L11;14009;11;1300;142;1;427;220;300;true
MY0049L21;14009;21;1300;142;2;428;140;300;true
MY0049L31;14009;31;1300;142;0;426;370;300;true
MY0050L11;14009;11;1300;3;0;9;40;300;true
MY0050L21;14009;21;1300;3;1;10;500;300;true
MY0050L31;14009;31;1300;3;2;11;160;300;true
MY0051L11;14001;11;1300;164;0;492;450;300;true
MY0051L21;14001;21;1300;164;1;493;440;300;true
MY0051L31;14001;31;1300;164;2;494;90;300;true
MY0052L11;14009;11;1300;149;0;447;50;300;true
MY0052L21;14009;21;1300;149;1;448;310;300;true
MY0052L31;14009;31;1300;149;2;449;650;300;true
MY0053L11;14009;11;1300;23;1;70;270;300;true
MY0053L21;14009;21;1300;23;2;71;320;300;true
MY0053L31;14009;31;1300;23;0;69;580;300;true
MY0054L11;14009;11;1300;143;1;430;470;300;true
MY0054L21;14009;21;1300;143;2;431;600;300;true
MY0054L31;14009;31;1300;143;0;429;750;300;true
MY0055L11;14009;11;1300;151;0;453;620;300;true
MY0055L21;14009;21;1300;151;1;454;510;300;true
MY0055L31;14009;31;1300;151;2;455;790;300;true
MY0056L11;14009;11;1300;157;2;473;520;0;true
MY0056L21;14009;21;1300;157;1;472;620;0;true
MY0056L31;14009;31;1300;157;0;471;610;0;true
MY0057L11;14009;11;1300;99;2;299;10;300;true
MY0057L21;14009;21;1300;99;1;298;830;300;true
MY0057L31;14009;31;1300;99;0;297;460;300;true
MY0059L11;14001;11;1300;153;1;460;260;300;true
MY0059L21;14001;21;1300;153;2;461;390;300;true
MY0059L31;14001;31;1300;153;0;459;250;300;true
MY0061L11;14001;11;1300;36;1;109;10;300;true
MY0061L21;14001;21;1300;36;2;110;430;300;true
MY0061L31;14001;31;1300;36;0;108;590;300;true
MY0062L11;14009;11;1300;32;2;98;230;300;true
MY0062L21;14009;21;1300;32;1;97;350;300;true
MY0062L31;14009;31;1300;32;0;96;820;300;true
MY0063L11;14001;11;1300;84;1;253;530;300;true
MY0063L21;14001;21;1300;84;2;254;200;300;true
MY0063L31;14001;31;1300;84;0;252;190;300;true
MY0067L11;14001;11;1300;50;0;150;80;300;true
MY0067L21;14001;21;1300;50;1;151;690;300;true
MY0067L31;14001;31;1300;50;2;152;490;300;true
MY0070L11;14025;11;1300;106;1;319;260;300;true
MY0070L21;14025;21;1300;106;2;320;280;300;true
MY0070L31;14025;31;1300;106;0;318;270;300;true
MY0071L11;14009;11;1300;40;2;122;170;300;true
MY0071L21;14009;21;1300;40;1;121;550;300;true
MY0071L31;14009;31;1300;40;0;120;100;300;true
MY0072L11;14001;11;1300;68;0;204;240;300;true
MY0072L21;14001;21;1300;68;1;205;700;300;true
MY0072L31;14001;31;1300;68;2;206;660;300;true
MY0078L11;14009;11;1300;112;1;337;530;0;true
MY0078L21;14009;21;1300;112;0;336;420;0;true
MY0078L31;14009;31;1300;112;2;338;280;0;true
MY0088L11;14009;11;1300;43;0;129;290;300;true
MY0088L21;14009;21;1300;43;1;130;480;300;true
MY0088L31;14009;31;1300;43;2;131;740;300;true
MY0090L11;14009;11;1300;5;2;17;800;300;true
MY0090L21;14009;21;1300;5;1;16;720;300;true
MY0090L31;14009;31;1300;5;0;15;540;300;true
MY0091L11;14001;11;1300;58;1;175;350;300;true
MY0091L21;14001;21;1300;58;2;176;530;300;true
MY0091L31;14001;31;1300;58;0;174;820;300;true
MY0092L11;14001;11;1300;4;0;12;540;300;true
MY0092L21;14001;21;1300;4;1;13;30;300;true
MY0092L31;14001;31;1300;4;2;14;50;300;true
MY0093L11;14009;11;1300;67;2;203;570;300;true
MY0093L21;14009;21;1300;67;1;202;730;300;true
MY0093L31;14009;31;1300;67;0;201;110;300;true
MY0094L11;14009;11;1300;49;2;149;810;300;true
MY0094L21;14009;21;1300;49;1;148;440;300;true
MY0094L31;14009;31;1300;49;0;147;700;300;true
MY0096L11;14001;11;1300;98;0;294;780;300;true
MY0096L21;14001;21;1300;98;1;295;720;300;true
MY0096L31;14001;31;1300;98;2;296;470;300;true
MY0099L11;14009;11;1300;35;2;107;90;300;true
MY0099L21;14009;21;1300;35;1;106;450;300;true
MY0099L31;14009;31;1300;35;0;105;380;300;true
MY0101L11;14001;11;1300;121;0;363;500;300;true
MY0101L21;14001;21;1300;121;1;364;40;300;true
MY0101L31;14001;31;1300;121;2;365;710;300;true
MY0103L11;14009;11;1300;22;2;68;240;300;true
MY0103L21;14009;21;1300;22;1;67;340;300;true
MY0103L31;14009;31;1300;22;0;66;400;300;true
MY0128L11;14009;11;1300;37;0;111;460;300;true
MY0128L21;14009;21;1300;37;1;112;430;300;true
MY0128L31;14009;31;1300;37;2;113;590;300;true
MY2001L11;14004;11;1300;162;0;486;670;300;true
MY2001L21;14004;21;1300;162;2;488;570;300;true
MY2001L31;14004;31;1300;162;1;487;270;300;true
MY2003L11;14004;11;1300;30;1;91;740;300;true
MY2003L21;14004;21;1300;30;0;90;290;300;true
MY2003L31;14004;31;1300;30;2;92;260;300;true
MY3600L11;14021;11;1300;154;1;463;30;300;true
MY3600L21;14021;21;1300;154;2;464;590;300;true
MY3600L31;14021;31;1300;154;0;462;270;300;true
MY3602L11;14021;11;1300;70;1;211;260;300;true
MY3602L21;14021;21;1300;70;2;212;580;300;true
MY3602L31;14021;31;1300;70;0;210;50;300;true
OD0001L11;14128;11;1300;122;0;366;280;300;true
OD0001L21;14128;21;1300;122;2;368;260;300;true
OD0001L31;14128;31;1300;122;1;367;0;300;true
OD0003L11;14109;11;1300;18;2;56;140;300;true
OD0003L21;14109;21;1300;18;0;54;470;300;true
OD0003L31;14109;31;1300;18;1;55;490;300;true
OD0004L11;14108;11;1300;51;0;153;370;300;true
OD0004L21;14108;21;1300;51;2;155;750;300;true
OD0004L31;14108;31;1300;51;1;154;480;300;true
OD0005L13;14135;13;3150;1;0;3;10;177;true
OD0005L14;14135;14;3425;1;0;3;10;177;true
OD0005L23;14135;23;3150;1;1;4;20;177;true
OD0005L24;14135;24;3425;1;1;4;20;177;true
OD0005L33;14135;33;3150;1;2;5;30;177;true
OD0005L34;14135;34;3425;1;2;5;30;177;true
OD0007L11;14108;11;1300;41;0;123;810;300;true
OD0007L21;14108;21;1300;41;2;125;60;300;true
OD0007L31;14108;31;1300;41;1;124;100;300;true
OD0008L11;14136;11;1300;109;0;327;0;300;true
OD0008L21;14136;21;1300;109;1;328;90;300;true
OD0008L31;14136;31;1300;109;2;329;190;300;true
OD0009L11;14136;11;1300;99;0;297;710;300;true
OD0009L21;14136;21;1300;99;1;298;460;300;true
OD0009L31;14136;31;1300;99;2;299;420;300;true
OD0010L11;14108;11;1300;65;0;195;70;300;true
OD0010L13;14108;13;3150;2;0;6;40;0;true
OD0010L14;14108;14;3425;2;0;6;40;0;true
OD0010L21;14108;21;1300;65;2;197;640;300;true
OD0010L23;14108;23;3150;2;1;7;50;0;true
OD0010L24;14108;24;3425;2;1;7;50;0;true
OD0010L31;14108;31;1300;65;1;196;120;300;true
OD0010L33;14108;33;3150;2;2;8;60;0;true
OD0010L34;14108;34;3425;2;2;8;60;0;true
OD0011L11;14134;11;1300;160;2;482;260;300;true
OD0011L21;14134;21;1300;160;0;480;0;300;true
OD0011L31;14134;31;1300;160;1;481;250;300;true
OD0012L11;14109;11;1300;77;0;231;640;300;true
OD0012L21;14109;21;1300;77;1;232;130;300;true
OD0012L31;14109;31;1300;77;2;233;440;300;true
OD0013L11;14135;11;1300;92;2;278;460;300;true
OD0013L21;14135;21;1300;92;0;276;520;300;true
OD0013L31;14135;31;1300;92;1;277;50;300;true
OD0015L11;14134;11;1300;1;0;3;280;300;true
OD0015L21;14134;21;1300;1;1;4;610;300;true
OD0015L31;14134;31;1300;1;2;5;340;300;true
OD0018L11;14109;11;1300;26;0;78;300;300;true
OD0018L21;14109;21;1300;26;1;79;410;300;true
OD0018L31;14109;31;1300;26;2;80;630;300;true
OD0019L11;14134;11;1300;108;2;326;50;300;true
OD0019L21;14134;21;1300;108;0;324;790;300;true
OD0019L31;14134;31;1300;108;1;325;780;300;true
OD0021L11;14135;11;1300;85;0;255;800;300;true
OD0021L21;14135;21;1300;85;1;256;100;300;true
OD0021L31;14135;31;1300;85;2;257;480;300;true
OD0022L11;14135;11;1300;24;2;74;710;300;true
OD0022L21;14135;21;1300;24;0;72;350;300;true
OD0022L31;14135;31;1300;24;1;73;130;300;true
OD0023L11;14109;11;1300;53;2;161;830;300;true
OD0023L21;14109;21;1300;53;0;159;560;300;true
OD0023L31;14109;31;1300;53;1;160;60;300;true
OD0024L11;14135;11;1300;101;2;305;230;300;true
OD0024L21;14135;21;1300;101;0;303;750;300;true
OD0024L31;14135;31;1300;101;1;304;310;300;true
OD0025L11;14135;11;1300;166;0;498;170;300;true
OD0025L21;14135;21;1300;166;1;499;380;300;true
OD0025L31;14135;31;1300;166;2;500;320;300;true
OD0026L11;14135;11;1300;130;2;392;450;300;true
OD0026L21;14135;21;1300;130;0;390;500;300;true
OD0026L31;14135;31;1300;130;1;391;580;300;true
OD0027L11;14135;11;1300;38;2;116;110;300;true
OD0027L21;14135;21;1300;38;0;114;20;300;true
OD0027L31;14135;31;1300;38;1;115;360;300;true
OD0028L11;14134;11;1300;100;2;302;120;300;true
OD0028L21;14134;21;1300;100;0;300;670;300;true
